Model_Group,(All),,,,,,,,,
,,,,,,,,,,
Sum of PV_Capex,Column Labels,,,,,,,,,
Row Labels,2020,2030,2040,2050,2060,2070,2080,2090,2100,Grand Total
LeastTotalCost_LTC_brkLR15_SSP1_P50,960.2008,465.7716,351.8545,313.0765,279.5775,258.9949,243.7401,233.0454,222.7511,3329.0124
REMIND 2.1,960.2008,465.7716,351.8545,313.0765,279.5775,258.9949,243.7401,233.0454,222.7511,3329.0124
LeastTotalCost_LTC_brkLR15_SSP2_P50,960.2008,495.2254,389.7301,349.7345,308.8464,285.5298,265.219,249.396,236.5358,3540.4178
REMIND 2.1,960.2008,495.2254,389.7301,349.7345,308.8464,285.5298,265.219,249.396,236.5358,3540.4178
LeastTotalCost_LTC_brkLR15_SSP5_P50,960.2008,690.5645,656.9805,670.5199,610.478,574.3903,544.7378,522.273,501.695,5731.8398
REMIND 2.1,960.2008,690.5645,656.9805,670.5199,610.478,574.3903,544.7378,522.273,501.695,5731.8398
LeastTotalCost_LTC_brkSR15_SSP1_P50,960.2008,512.2567,374.6767,323.9051,285.6017,264.5439,248.5508,237.6033,228.342,3435.681
REMIND 2.1,960.2008,512.2567,374.6767,323.9051,285.6017,264.5439,248.5508,237.6033,228.342,3435.681
LeastTotalCost_LTC_brkSR15_SSP2_P50,960.2008,524.6148,402.4811,354.583,310.9159,286.5582,265.4168,250.0056,238.2304,3593.0066
REMIND 2.1,960.2008,524.6148,402.4811,354.583,310.9159,286.5582,265.4168,250.0056,238.2304,3593.0066
LeastTotalCost_LTC_brkSR15_SSP5_P50,960.2008,700.8905,662.746,670.752,607.925,572.5094,544.9894,525.3242,508.3633,5753.7006
REMIND 2.1,960.2008,700.8905,662.746,670.752,607.925,572.5094,544.9894,525.3242,508.3633,5753.7006
LeastTotalCost_NDC_brkLR15_SSP2_P50,958.7186,570.8287,436.9378,375.6719,324.9256,298.6136,276.1257,259.4942,246.6873,3748.0034
REMIND 2.1,958.7186,570.8287,436.9378,375.6719,324.9256,298.6136,276.1257,259.4942,246.6873,3748.0034
LeastTotalCost_NDC_brkSR15_SSP2_P50,958.0801,573.6897,438.8683,376.9668,325.9359,299.0703,276.349,259.7717,247.0375,3755.7693
REMIND 2.1,958.0801,573.6897,438.8683,376.9668,325.9359,299.0703,276.349,259.7717,247.0375,3755.7693
LeastTotalCost_NPi_brkLR15_SSP1_P50,958.7186,571.81,436.4626,373.8735,326.3119,301.4985,280.7421,266.1636,254.9195,3770.5003
REMIND 2.1,958.7186,571.81,436.4626,373.8735,326.3119,301.4985,280.7421,266.1636,254.9195,3770.5003
LeastTotalCost_NPi_brkLR15_SSP2_P50,958.7186,589.5104,470.2504,409.5461,353.8548,323.2555,295.8688,275.9843,261.1444,3938.1333
REMIND 2.1,958.7186,589.5104,470.2504,409.5461,353.8548,323.2555,295.8688,275.9843,261.1444,3938.1333
LeastTotalCost_NPi_brkLR15_SSP5_P50,958.7186,779.7889,787.9548,805.7848,722.5696,674.706,633.1265,605.6825,584.4157,6552.7474
REMIND 2.1,958.7186,779.7889,787.9548,805.7848,722.5696,674.706,633.1265,605.6825,584.4157,6552.7474
LeastTotalCost_NPi_brkSR15_SSP1_P50,958.0801,574.9949,438.868,374.635,325.6632,300.2642,279.3433,264.9732,254.0141,3770.836
REMIND 2.1,958.0801,574.9949,438.868,374.635,325.6632,300.2642,279.3433,264.9732,254.0141,3770.836
LeastTotalCost_NPi_brkSR15_SSP2_P50,958.0801,593.5302,474.4589,413.4081,357.3045,326.0266,297.8764,277.7716,263.6428,3962.0992
REMIND 2.1,958.0801,593.5302,474.4589,413.4081,357.3045,326.0266,297.8764,277.7716,263.6428,3962.0992
LeastTotalCost_NPi_brkSR15_SSP5_P50,958.0801,784.3342,793.7446,811.0306,728.6875,681.5725,638.6807,609.3031,586.4596,6591.8929
REMIND 2.1,958.0801,784.3342,793.7446,811.0306,728.6875,681.5725,638.6807,609.3031,586.4596,6591.8929
"NGFS1_Current policies (Hot house world, Rep)",2238.884083,1705.252893,1539.569016,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,14011.04633
GCAM 5.2,2238.884083,1705.252893,1539.569016,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,14011.04633
NGFS2_Current Policies,3133.350283,2277.649693,2018.382316,1856.817789,1799.711189,1766.711189,1738.537389,1719.125289,1703.054189,18013.33933
GCAM 5.3,2238.884083,1705.252893,1539.569016,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,14011.04633
REMIND-MAgPIE 2.1-4.2,894.4662,572.3968,478.8133,435.5944,378.4878,345.4878,317.314,297.9019,281.8308,4002.293
NGFS2_Current Policies - IPD-95th,892.9289,569.6976,478.0842,436.6822,380.8659,348.567,321.6505,303.1933,288.5978,4020.2674
REMIND-MAgPIE 2.1-4.2,892.9289,569.6976,478.0842,436.6822,380.8659,348.567,321.6505,303.1933,288.5978,4020.2674
NGFS2_Current Policies - IPD-median,893.4538,570.5369,478.7903,436.7696,380.2388,347.6196,320.3267,301.4807,286.1129,4015.3293
REMIND-MAgPIE 2.1-4.2,893.4538,570.5369,478.7903,436.7696,380.2388,347.6196,320.3267,301.4807,286.1129,4015.3293
NGFS2_Delayed Transition,3133.350283,2277.649693,1943.862516,1787.827689,1752.818589,1725.630189,1703.122689,1687.758789,1674.742389,17686.76283
GCAM 5.3,2238.884083,1705.252893,1539.569016,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,14011.04633
REMIND-MAgPIE 2.1-4.2,894.4662,572.3968,404.2935,366.6043,331.5952,304.4068,281.8993,266.5354,253.519,3675.7165
NGFS2_Divergent Net Zero Policies,3133.350283,2149.378693,1921.974416,1785.090989,1748.652589,1724.371989,1705.968089,1691.485289,1678.193889,17538.46623
GCAM 5.3,2238.884083,1705.252893,1539.569016,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,14011.04633
REMIND-MAgPIE 2.1-4.2,894.4662,444.1258,382.4054,363.8676,327.4292,303.1486,284.7447,270.2619,256.9705,3527.4199
NGFS2_Nationally Determined Contributions (NDCs),3133.350283,2236.582593,1969.981416,1809.799489,1764.762589,1739.472389,1718.159189,1702.570589,1689.555689,17764.23423
GCAM 5.3,2238.884083,1705.252893,1539.569016,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,14011.04633
REMIND-MAgPIE 2.1-4.2,894.4662,531.3297,430.4124,388.5761,343.5392,318.249,296.9358,281.3472,268.3323,3753.1879
NGFS2_Net-Zero 2050,3133.350283,2153.091693,1923.351016,1786.330989,1750.378589,1726.801689,1708.959089,1695.081689,1682.327689,17559.67273
GCAM 5.3,2238.884083,1705.252893,1539.569016,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,14011.04633
REMIND-MAgPIE 2.1-4.2,894.4662,447.8388,383.782,365.1076,329.1552,305.5783,287.7357,273.8583,261.1043,3548.6264
NGFS2_Net-Zero 2050 - IPD-95th,892.9289,445.8187,385.7186,367.6739,331.7881,308.508,291.0519,277.194,264.4483,3565.1304
REMIND-MAgPIE 2.1-4.2,892.9289,445.8187,385.7186,367.6739,331.7881,308.508,291.0519,277.194,264.4483,3565.1304
NGFS2_Net-Zero 2050 - IPD-median,893.4538,446.6329,384.9855,366.4632,330.374,307.1072,289.4964,275.6027,262.886,3557.0017
REMIND-MAgPIE 2.1-4.2,893.4538,446.6329,384.9855,366.4632,330.374,307.1072,289.4964,275.6027,262.886,3557.0017
PEP_1p5C_full_eff,1249.287,740.1005,588.1744,531.4689,494.5679,473.4861,455.0031,441.8784,431.6166,5405.5829
REMIND-MAgPIE 1.7-3.0,1249.287,740.1005,588.1744,531.4689,494.5679,473.4861,455.0031,441.8784,431.6166,5405.5829
PEP_1p5C_full_goodpractice,1259.3132,838.1235,621.5324,537.282,493.4582,470.897,451.0451,437.9699,428.7371,5538.3584
REMIND-MAgPIE 1.7-3.0,1259.3132,838.1235,621.5324,537.282,493.4582,470.897,451.0451,437.9699,428.7371,5538.3584
PEP_1p5C_full_NDC,1283.4661,871.1531,630.0515,537.899,493.0109,470.4424,450.2979,436.7031,427.1707,5600.1947
REMIND-MAgPIE 1.7-3.0,1283.4661,871.1531,630.0515,537.899,493.0109,470.4424,450.2979,436.7031,427.1707,5600.1947
PEP_1p5C_full_netzero,1249.287,819.5395,615.7974,537.3304,494.5294,472.1629,452.553,439.6168,430.3682,5511.1846
REMIND-MAgPIE 1.7-3.0,1249.287,819.5395,615.7974,537.3304,494.5294,472.1629,452.553,439.6168,430.3682,5511.1846
PEP_1p5C_red_eff,1249.287,717.8974,572.7042,516.7017,481.197,461.5648,443.9019,431.3557,421.7877,5296.3974
REMIND-MAgPIE 1.7-3.0,1249.287,717.8974,572.7042,516.7017,481.197,461.5648,443.9019,431.3557,421.7877,5296.3974
PEP_2C_full_eff,1249.287,760.9679,598.3303,535.2684,495.7418,473.5878,454.244,441.2935,431.7408,5440.4615
REMIND-MAgPIE 1.7-3.0,1249.287,760.9679,598.3303,535.2684,495.7418,473.5878,454.244,441.2935,431.7408,5440.4615
PEP_2C_full_goodpractice,1259.3132,838.1235,628.5621,543.8475,499.8527,477.1501,456.9278,443.6665,434.1472,5581.5906
REMIND-MAgPIE 1.7-3.0,1259.3132,838.1235,628.5621,543.8475,499.8527,477.1501,456.9278,443.6665,434.1472,5581.5906
PEP_2C_full_NDC,1283.4661,871.1531,635.8058,543.0877,498.3345,475.9614,455.7204,442.2124,432.6548,5638.3962
REMIND-MAgPIE 1.7-3.0,1283.4661,871.1531,635.8058,543.0877,498.3345,475.9614,455.7204,442.2124,432.6548,5638.3962
PEP_2C_full_netzero,1249.287,819.5395,623.0968,543.9707,500.4275,477.5112,457.0668,443.5481,433.9803,5548.4279
REMIND-MAgPIE 1.7-3.0,1249.287,819.5395,623.0968,543.9707,500.4275,477.5112,457.0668,443.5481,433.9803,5548.4279
PEP_2C_red_eff,1249.287,754.7327,591.3224,528.943,488.9008,466.7718,447.7817,435.0308,425.7974,5388.5676
REMIND-MAgPIE 1.7-3.0,1249.287,754.7327,591.3224,528.943,488.9008,466.7718,447.7817,435.0308,425.7974,5388.5676
PEP_2C_red_goodpractice,1259.3132,838.1235,618.1619,531.1046,487.5307,466.5134,447.7494,435.1037,426.3151,5509.9155
REMIND-MAgPIE 1.7-3.0,1259.3132,838.1235,618.1619,531.1046,487.5307,466.5134,447.7494,435.1037,426.3151,5509.9155
PEP_2C_red_NDC,1283.4661,871.1531,627.078,532.4243,487.6028,466.2976,446.8311,433.4561,424.2583,5572.5674
REMIND-MAgPIE 1.7-3.0,1283.4661,871.1531,627.078,532.4243,487.6028,466.2976,446.8311,433.4561,424.2583,5572.5674
PEP_2C_red_netzero,1249.287,819.5395,612.794,531.5729,488.6316,467.332,448.609,436.1224,427.345,5481.2334
REMIND-MAgPIE 1.7-3.0,1249.287,819.5395,612.794,531.5729,488.6316,467.332,448.609,436.1224,427.345,5481.2334
PEP_goodpractice,1259.3132,838.1235,657.2946,573.1011,522.6685,497.2232,474.3425,457.9106,445.5766,5725.5538
REMIND-MAgPIE 1.7-3.0,1259.3132,838.1235,657.2946,573.1011,522.6685,497.2232,474.3425,457.9106,445.5766,5725.5538
PEP_NDC,1283.4661,871.1531,678.6806,584.0777,527.2938,499.8476,475.7585,458.6726,445.9989,5824.9489
REMIND-MAgPIE 1.7-3.0,1283.4661,871.1531,678.6806,584.0777,527.2938,499.8476,475.7585,458.6726,445.9989,5824.9489
PEP_netzero,1249.287,819.5395,644.2446,566.0787,518.7635,493.9388,471.4504,455.5656,443.9233,5662.7914
REMIND-MAgPIE 1.7-3.0,1249.287,819.5395,644.2446,566.0787,518.7635,493.9388,471.4504,455.5656,443.9233,5662.7914
PEP_NoPolicy,1337.6792,967.0326,732.0122,612.6743,542.9431,510.4846,483.1447,464.0316,449.8364,6099.8387
REMIND-MAgPIE 1.7-3.0,1337.6792,967.0326,732.0122,612.6743,542.9431,510.4846,483.1447,464.0316,449.8364,6099.8387
PEP_NPi,1283.4661,917.089,715.4555,605.824,539.6688,508.626,481.9235,463.0755,449.0552,5964.1836
REMIND-MAgPIE 1.7-3.0,1283.4661,917.089,715.4555,605.824,539.6688,508.626,481.9235,463.0755,449.0552,5964.1836
PR_baseline,2238.884083,1705.252893,1539.569016,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,14011.04633
GCAM-PR 5.3,2238.884083,1705.252893,1539.569016,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,14011.04633
PR_CP_PriceOnly,2238.884083,1705.252893,1539.569016,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,14011.04633
GCAM-PR 5.3,2238.884083,1705.252893,1539.569016,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,14011.04633
PR_NDC_PriceOnly,2238.884083,1705.252893,1539.569016,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,14011.04633
GCAM-PR 5.3,2238.884083,1705.252893,1539.569016,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,1421.223389,14011.04633
R2p1_SSP1-Base,902.2908,555.6425,429.6765,372.1151,326.333,300.4264,278.1058,263.223,252.1367,3679.9498
REMIND 2.1,902.2908,555.6425,429.6765,372.1151,326.333,300.4264,278.1058,263.223,252.1367,3679.9498
R2p1_SSP1-NDC,881.2141,479.4405,369.4971,324.732,287.7622,266.8163,250.3481,239.2367,229.874,3328.921
REMIND 2.1,881.2141,479.4405,369.4971,324.732,287.7622,266.8163,250.3481,239.2367,229.874,3328.921
R2p1_SSP1-NPi,881.2141,525.7254,415.8983,363.0698,318.9312,293.5442,272.25,258.1608,247.3949,3576.1887
REMIND 2.1,881.2141,525.7254,415.8983,363.0698,318.9312,293.5442,272.25,258.1608,247.3949,3576.1887
R2p1_SSP1-PkBudg1100,881.2141,436.6478,339.8263,303.3114,271.6564,250.9872,235.4235,226.4187,218.4478,3163.9332
REMIND 2.1,881.2141,436.6478,339.8263,303.3114,271.6564,250.9872,235.4235,226.4187,218.4478,3163.9332
R2p1_SSP1-PkBudg1300,881.2141,453.7241,348.8494,308.7708,276.4769,256.8232,241.5049,231.692,223.0723,3222.1277
REMIND 2.1,881.2141,453.7241,348.8494,308.7708,276.4769,256.8232,241.5049,231.692,223.0723,3222.1277
R2p1_SSP1-PkBudg900,881.2141,419.141,331.8931,296.6628,263.2931,243.1048,229.7743,221.1994,212.592,3098.8746
REMIND 2.1,881.2141,419.141,331.8931,296.6628,263.2931,243.1048,229.7743,221.1994,212.592,3098.8746
R2p1_SSP2-Base,906.1299,590.97,472.0975,411.8897,354.5166,321.8964,292.6438,271.2785,255.9639,3877.3863
REMIND 2.1,906.1299,590.97,472.0975,411.8897,354.5166,321.8964,292.6438,271.2785,255.9639,3877.3863
R2p1_SSP2-NDC,881.2141,494.3042,396.8275,353.4485,310.7394,287.3107,266.8473,251.6033,239.5769,3481.8719
REMIND 2.1,881.2141,494.3042,396.8275,353.4485,310.7394,287.3107,266.8473,251.6033,239.5769,3481.8719
R2p1_SSP2-NPi,881.2141,546.7371,453.0528,401.2407,347.1428,316.7643,289.5526,268.8458,253.5122,3758.0624
REMIND 2.1,881.2141,546.7371,453.0528,401.2407,347.1428,316.7643,289.5526,268.8458,253.5122,3758.0624
R2p1_SSP2-PkBudg1100,881.2141,457.0319,370.0719,335.4568,297.7689,274.4828,254.4884,240.3765,229.3977,3340.289
REMIND 2.1,881.2141,457.0319,370.0719,335.4568,297.7689,274.4828,254.4884,240.3765,229.3977,3340.289
R2p1_SSP2-PkBudg1300,881.2141,469.2777,376.8852,338.6497,300.7306,278.4227,258.7082,244.0308,232.2392,3380.1582
REMIND 2.1,881.2141,469.2777,376.8852,338.6497,300.7306,278.4227,258.7082,244.0308,232.2392,3380.1582
R2p1_SSP2-PkBudg900,881.2141,439.7299,363.1594,331.0053,293.4287,270.6697,251.9056,238.1956,226.7403,3296.0486
REMIND 2.1,881.2141,439.7299,363.1594,331.0053,293.4287,270.6697,251.9056,238.1956,226.7403,3296.0486
R2p1_SSP5-Base,913.9824,816.3255,833.6408,855.1286,760.6932,698.6335,639.9493,601.8779,572.0778,6692.309
REMIND 2.1,913.9824,816.3255,833.6408,855.1286,760.6932,698.6335,639.9493,601.8779,572.0778,6692.309
R2p1_SSP5-NDC,881.2141,706.4346,701.9553,715.1288,643.2111,601.7644,564.1562,538.3568,518.7921,5871.0134
REMIND 2.1,881.2141,706.4346,701.9553,715.1288,643.2111,601.7644,564.1562,538.3568,518.7921,5871.0134
R2p1_SSP5-NPi,881.2141,752.1178,779.2484,807.6648,723.6578,671.2143,622.0564,588.6992,561.0712,6386.944
REMIND 2.1,881.2141,752.1178,779.2484,807.6648,723.6578,671.2143,622.0564,588.6992,561.0712,6386.944
R2p1_SSP5-PkBudg1100,881.2141,641.6027,625.3116,642.0473,586.4042,552.0755,523.596,503.5265,487.5925,5443.3704
REMIND 2.1,881.2141,641.6027,625.3116,642.0473,586.4042,552.0755,523.596,503.5265,487.5925,5443.3704
R2p1_SSP5-PkBudg1300,881.2141,654.8032,634.9941,648.3639,591.1085,556.2738,526.3718,505.3893,489.2771,5487.7958
REMIND 2.1,881.2141,654.8032,634.9941,648.3639,591.1085,556.2738,526.3718,505.3893,489.2771,5487.7958
R2p1_SSP5-PkBudg900,881.2141,622.6948,614.7954,636.407,581.1716,547.1126,519.9713,500.6759,484.373,5388.4157
REMIND 2.1,881.2141,622.6948,614.7954,636.407,581.1716,547.1126,519.9713,500.6759,484.373,5388.4157
SMP_2C_lifesty,1196.6078,748.558,602.6006,541.8248,503.062,481.7044,462.6242,449.3011,438.998,5425.2809
REMIND-MAgPIE 1.7-3.0,1196.6078,748.558,602.6006,541.8248,503.062,481.7044,462.6242,449.3011,438.998,5425.2809
SMP_REF_Def,1343.1516,975.7285,735.951,614.0787,543.3983,510.6259,483.1088,464.0051,449.8387,6119.8866
REMIND-MAgPIE 1.7-3.0,1343.1516,975.7285,735.951,614.0787,543.3983,510.6259,483.1088,464.0051,449.8387,6119.8866
SMP_REF_Sust,1367.6768,1040.6215,785.809,643.5196,560.7716,523.2445,492.7967,472.792,458.8118,6346.0435
REMIND-MAgPIE 1.7-3.0,1367.6768,1040.6215,785.809,643.5196,560.7716,523.2445,492.7967,472.792,458.8118,6346.0435
SusDev_SDP-NPi,878.3726,492.5879,409.7877,361.4191,318.0535,293.8704,275.2609,262.9611,252.2632,3544.5764
REMIND-MAgPIE 2.1-4.2,878.3726,492.5879,409.7877,361.4191,318.0535,293.8704,275.2609,262.9611,252.2632,3544.5764
SusDev_SDP-PkBudg1000,878.3726,401.0519,331.5629,301.9588,274.358,255.531,242.9386,235.1961,226.0742,3147.0441
REMIND-MAgPIE 2.1-4.2,878.3726,401.0519,331.5629,301.9588,274.358,255.531,242.9386,235.1961,226.0742,3147.0441
SusDev_SSP1-NDC,878.3726,483.3524,368.0883,323.8417,288.4779,266.8137,250.0654,239.368,229.7745,3328.1545
REMIND-MAgPIE 2.1-4.2,878.3726,483.3524,368.0883,323.8417,288.4779,266.8137,250.0654,239.368,229.7745,3328.1545
SusDev_SSP1-NPi,878.3726,511.7343,408.8854,359.8908,315.5819,289.9497,270.001,256.9651,245.7821,3537.1629
REMIND-MAgPIE 2.1-4.2,878.3726,511.7343,408.8854,359.8908,315.5819,289.9497,270.001,256.9651,245.7821,3537.1629
SusDev_SSP1-PkBudg900,878.3726,398.9749,326.3942,294.3807,261.7685,242.1051,229.1486,220.7572,211.8654,3063.7672
REMIND-MAgPIE 2.1-4.2,878.3726,398.9749,326.3942,294.3807,261.7685,242.1051,229.1486,220.7572,211.8654,3063.7672
SusDev_SSP2-NDC,878.3726,486.5611,394.7037,352.6602,309.9655,286.8458,266.7158,251.5215,239.2991,3466.6453
REMIND-MAgPIE 2.1-4.2,878.3726,486.5611,394.7037,352.6602,309.9655,286.8458,266.7158,251.5215,239.2991,3466.6453
SusDev_SSP2-NPi,878.3726,533.8751,448.9148,399.7083,344.113,313.9973,287.8725,267.8428,252.3869,3727.0833
REMIND-MAgPIE 2.1-4.2,878.3726,533.8751,448.9148,399.7083,344.113,313.9973,287.8725,267.8428,252.3869,3727.0833
SusDev_SSP2-PkBudg900,878.3726,422.5537,359.5598,330.4549,292.5973,270.0414,251.5606,237.879,226.1192,3269.1385
REMIND-MAgPIE 2.1-4.2,878.3726,422.5537,359.5598,330.4549,292.5973,270.0414,251.5606,237.879,226.1192,3269.1385
TechCost-SSP2-B1100-bioH,935.5938,478.1274,375.1311,333.0559,293.9586,271.0684,251.2077,236.7183,225.6159,3400.4771
REMIND 2.1,935.5938,478.1274,375.1311,333.0559,293.9586,271.0684,251.2077,236.7183,225.6159,3400.4771
TechCost-SSP2-B1100-ccsH,935.0494,476.6334,374.1259,332.6444,293.8163,272.0674,253.8037,240.4661,229.9036,3408.5102
REMIND 2.1,935.0494,476.6334,374.1259,332.6444,293.8163,272.0674,253.8037,240.4661,229.9036,3408.5102
TechCost-SSP2-B1100-coalH,940.4779,476.2026,372.5361,331.4176,292.5229,269.5649,249.9427,235.7157,224.5962,3392.9766
REMIND 2.1,940.4779,476.2026,372.5361,331.4176,292.5229,269.5649,249.9427,235.7157,224.5962,3392.9766
TechCost-SSP2-B1100-elh2H,935.4144,471.8854,367.6811,326.1305,288.9069,266.8831,247.84,233.9538,223.0964,3361.7916
REMIND 2.1,935.4144,471.8854,367.6811,326.1305,288.9069,266.8831,247.84,233.9538,223.0964,3361.7916
TechCost-SSP2-B1100-gasH,933.636,475.4957,372.9232,331.6712,292.7115,269.8973,250.3069,236.02,224.9269,3387.5887
REMIND 2.1,933.636,475.4957,372.9232,331.6712,292.7115,269.8973,250.3069,236.02,224.9269,3387.5887
TechCost-SSP2-B1100-nucH,935.8486,481.3799,382.6168,341.428,300.5877,276.3706,255.0753,238.9544,226.5144,3438.7757
REMIND 2.1,935.8486,481.3799,382.6168,341.428,300.5877,276.3706,255.0753,238.9544,226.5144,3438.7757
TechCost-SSP2-B1100-oilH,936.3546,474.0725,375.164,334.6345,294.0542,270.4581,250.6185,236.2487,224.9359,3396.541
REMIND 2.1,936.3546,474.0725,375.164,334.6345,294.0542,270.4581,250.6185,236.2487,224.9359,3396.541
TechCost-SSP2-B1100-spvH,475.362,232.702,185.0705,166.4823,147.823,137.012,128.0625,120.8322,115.3551,1708.7016
REMIND 2.1,475.362,232.702,185.0705,166.4823,147.823,137.012,128.0625,120.8322,115.3551,1708.7016
TechCost-SSP2-B1100-windH,937.1231,497.53,395.7104,347.8026,302.018,277.4635,256.6299,240.6393,228.2779,3483.1947
REMIND 2.1,937.1231,497.53,395.7104,347.8026,302.018,277.4635,256.6299,240.6393,228.2779,3483.1947
Transport_Budg1100_Conv,858.5634,442.531,361.9284,326.7503,289.7809,267.566,248.9052,234.8722,223.9586,3254.856
REMIND-Transport 2.1,858.5634,442.531,361.9284,326.7503,289.7809,267.566,248.9052,234.8722,223.9586,3254.856
Transport_Budg1100_Conv-LowD,858.5634,446.6007,363.0353,327.4155,290.4058,267.9746,249.4239,235.5936,224.685,3263.6978
REMIND-Transport 2.1,858.5634,446.6007,363.0353,327.4155,290.4058,267.9746,249.4239,235.5936,224.685,3263.6978
Transport_Budg1100_ConvSyn,858.5634,414.6073,331.23,304.9313,272.8909,251.96,236.1229,224.2352,213.9471,3108.4881
REMIND-Transport 2.1,858.5634,414.6073,331.23,304.9313,272.8909,251.96,236.1229,224.2352,213.9471,3108.4881
Transport_Budg1100_ElecPush,858.5634,446.2048,359.4504,324.4804,288.3857,266.9435,249.1723,235.3831,224.3703,3252.9539
REMIND-Transport 2.1,858.5634,446.2048,359.4504,324.4804,288.3857,266.9435,249.1723,235.3831,224.3703,3252.9539
Transport_Budg1100_ElecPush-LowD,858.5634,448.4674,360.9326,326.2532,290.161,268.348,250.1982,236.4525,225.456,3264.8323
REMIND-Transport 2.1,858.5634,448.4674,360.9326,326.2532,290.161,268.348,250.1982,236.4525,225.456,3264.8323
Transport_Budg1100_H2Push,858.5634,440.4246,355.9484,321.2051,285.5353,264.332,246.8302,233.2857,222.5626,3228.6873
REMIND-Transport 2.1,858.5634,440.4246,355.9484,321.2051,285.5353,264.332,246.8302,233.2857,222.5626,3228.6873
Transport_NDC_Conv,858.5634,509.8174,405.7784,358.9669,314.9478,289.767,267.1129,250.2887,237.5728,3492.8153
REMIND-Transport 2.1,858.5634,509.8174,405.7784,358.9669,314.9478,289.767,267.1129,250.2887,237.5728,3492.8153
Transport_NPi_Conv,858.5634,561.3515,464.0138,410.3239,356.5887,324.8016,294.6967,271.4284,253.7955,3795.5635
REMIND-Transport 2.1,858.5634,561.3515,464.0138,410.3239,356.5887,324.8016,294.6967,271.4284,253.7955,3795.5635
WB2C,2195.234208,1827.878341,1649.268203,1413.927296,1449.47448,1505.135104,1531.184752,1538.193112,1537.782387,14648.07788
AIM/Hub-Global 2.0,2195.234208,1827.878341,1649.268203,1413.927296,1449.47448,1505.135104,1531.184752,1538.193112,1537.782387,14648.07788
Grand Total,739006.3147,498104.8171,399957.2658,361632.5175,337157.1592,321402.5407,308801.3799,299794.5249,293111.2625,3558967.782
