Model_Scenario_ID,Model,Model_Group,Scenario,Category,Year,PV_Capacity
1057,TIAM-ECN 1.1,TIAM,EN_INDCi2030_2500,C5,2050,6769.601874
1058,TIAM-ECN 1.1,TIAM,EN_INDCi2030_2500f,C5,2050,6740.365197
1059,TIAM-ECN 1.1,TIAM,EN_INDCi2030_3000,C6,2050,6724.547376
1060,TIAM-ECN 1.1,TIAM,EN_INDCi2030_3000f,C6,2050,6724.49
1061,TIAM-ECN 1.1,TIAM,EN_INDCi2030_900,C3,2050,6951.346034
1062,TIAM-ECN 1.1,TIAM,EN_INDCi2030_900f,C3,2050,6631.955917
1063,TIAM-ECN 1.1,TIAM,EN_INDCi2100,C7,2050,6584.918209
1064,TIAM-ECN 1.1,TIAM,EN_INDCi2100_COV,C7,2050,6522.24
1065,TIAM-ECN 1.1,TIAM,EN_INDCi2100_NDCp,C7,2050,6572.342726
1068,TIAM-ECN 1.1,TIAM,EN_NPi2020_1000f,C3,2050,6528.989978
1069,TIAM-ECN 1.1,TIAM,EN_NPi2020_1000f_COV,C3,2050,6432.333174
1070,TIAM-ECN 1.1,TIAM,EN_NPi2020_1200,C3,2050,6539.368046
1071,TIAM-ECN 1.1,TIAM,EN_NPi2020_1200f,C3,2050,6582.93763
1072,TIAM-ECN 1.1,TIAM,EN_NPi2020_1400,C4,2050,6622.299054
1073,TIAM-ECN 1.1,TIAM,EN_NPi2020_1400f,C4,2050,6657.532096
1074,TIAM-ECN 1.1,TIAM,EN_NPi2020_1600,C4,2050,6683.388494
1075,TIAM-ECN 1.1,TIAM,EN_NPi2020_1600f,C5,2050,6652.107059
1076,TIAM-ECN 1.1,TIAM,EN_NPi2020_2000,C5,2050,6668.985849
1077,TIAM-ECN 1.1,TIAM,EN_NPi2020_2000f,C5,2050,6697.080539
1078,TIAM-ECN 1.1,TIAM,EN_NPi2020_2500,C5,2050,6696.32996
1079,TIAM-ECN 1.1,TIAM,EN_NPi2020_2500f,C5,2050,6666.412185
1080,TIAM-ECN 1.1,TIAM,EN_NPi2020_3000,C6,2050,6674.748332
1081,TIAM-ECN 1.1,TIAM,EN_NPi2020_3000f,C6,2050,6702.368766
1085,TIAM-ECN 1.1,TIAM,EN_NPi2020_900f,C3,2050,6551.214905
1086,TIAM-ECN 1.1,TIAM,EN_NPi2100,C7,2050,6570.93218
1087,TIAM-ECN 1.1,TIAM,EN_NPi2100_COV,C7,2050,6515.653437
1092,WITCH 5.0,WITCH,CO_2Deg2020,C3,2050,4899.532567
1093,WITCH 5.0,WITCH,CO_2Deg2030,C3,2050,5354.331634
1094,WITCH 5.0,WITCH,CO_BAU,C7,2050,2838.563214
1095,WITCH 5.0,WITCH,CO_Bridge,C3,2050,14866.57559
1096,WITCH 5.0,WITCH,CO_CurPol,C7,2050,2912.506307
1097,WITCH 5.0,WITCH,CO_GPP,C5,2050,4098.985166
1098,WITCH 5.0,WITCH,CO_NDC_2050convergence,C5,2050,4119.279995
1099,WITCH 5.0,WITCH,CO_NDCplus,C6,2050,3631.463291
1100,WITCH 5.0,WITCH,EN_INDCi2030_1000,C3,2050,7168.441793
1101,WITCH 5.0,WITCH,EN_INDCi2030_1000_NDCp,C3,2050,7192.729942
1102,WITCH 5.0,WITCH,EN_INDCi2030_1000f,C3,2050,7078.470941
1103,WITCH 5.0,WITCH,EN_INDCi2030_1000f_NDCp,C3,2050,7072.138839
1104,WITCH 5.0,WITCH,EN_INDCi2030_1200,C4,2050,6969.226849
1105,WITCH 5.0,WITCH,EN_INDCi2030_1200_NDCp,C4,2050,6982.712759
1106,WITCH 5.0,WITCH,EN_INDCi2030_1200f,C4,2050,6937.668115
1107,WITCH 5.0,WITCH,EN_INDCi2030_1200f_NDCp,C4,2050,6951.72739
1108,WITCH 5.0,WITCH,EN_INDCi2030_1400,C4,2050,6894.179117
1109,WITCH 5.0,WITCH,EN_INDCi2030_1400_NDCp,C4,2050,6927.455895
1110,WITCH 5.0,WITCH,EN_INDCi2030_1400f,C4,2050,6898.021178
1111,WITCH 5.0,WITCH,EN_INDCi2030_1400f_NDCp,C4,2050,6911.944636
1112,WITCH 5.0,WITCH,EN_INDCi2030_1600,C5,2050,6850.930172
1113,WITCH 5.0,WITCH,EN_INDCi2030_1600_NDCp,C5,2050,6862.279494
1114,WITCH 5.0,WITCH,EN_INDCi2030_1600f,C5,2050,6838.000881
1115,WITCH 5.0,WITCH,EN_INDCi2030_1600f_NDCp,C5,2050,6859.600314
1116,WITCH 5.0,WITCH,EN_INDCi2030_1800,C5,2050,6728.49956
1117,WITCH 5.0,WITCH,EN_INDCi2030_1800_NDCp,C5,2050,6724.610332
1118,WITCH 5.0,WITCH,EN_INDCi2030_1800f,C5,2050,6728.49956
1119,WITCH 5.0,WITCH,EN_INDCi2030_1800f_NDCp,C5,2050,6724.610332
1120,WITCH 5.0,WITCH,EN_INDCi2030_2000,C5,2050,6600.527345
1121,WITCH 5.0,WITCH,EN_INDCi2030_2000_NDCp,C5,2050,6585.568732
1122,WITCH 5.0,WITCH,EN_INDCi2030_2000f,C5,2050,6600.527345
1123,WITCH 5.0,WITCH,EN_INDCi2030_2000f_NDCp,C5,2050,6585.568732
1124,WITCH 5.0,WITCH,EN_INDCi2030_2500,C5,2050,6338.249301
1125,WITCH 5.0,WITCH,EN_INDCi2030_2500_NDCp,C5,2050,6320.344772
1126,WITCH 5.0,WITCH,EN_INDCi2030_2500f,C5,2050,6338.249301
1127,WITCH 5.0,WITCH,EN_INDCi2030_2500f_NDCp,C5,2050,6320.344772
1128,WITCH 5.0,WITCH,EN_INDCi2030_3000,C6,2050,6010.277256
1129,WITCH 5.0,WITCH,EN_INDCi2030_3000_NDCp,C6,2050,6002.114863
1130,WITCH 5.0,WITCH,EN_INDCi2030_3000f,C6,2050,6010.277256
1131,WITCH 5.0,WITCH,EN_INDCi2030_3000f_NDCp,C6,2050,6002.114863
1132,WITCH 5.0,WITCH,EN_INDCi2030_500f,C2,2050,7490.037492
1133,WITCH 5.0,WITCH,EN_INDCi2030_600f,C3,2050,7377.779189
1134,WITCH 5.0,WITCH,EN_INDCi2030_600f_NDCp,C3,2050,7407.98264
1135,WITCH 5.0,WITCH,EN_INDCi2030_700f,C3,2050,7302.54179
1136,WITCH 5.0,WITCH,EN_INDCi2030_700f_NDCp,C3,2050,7316.811619
1137,WITCH 5.0,WITCH,EN_INDCi2030_800,C3,2050,7534.36189
1138,WITCH 5.0,WITCH,EN_INDCi2030_800_NDCp,C3,2050,7588.431721
1139,WITCH 5.0,WITCH,EN_INDCi2030_800f,C3,2050,7219.457444
1140,WITCH 5.0,WITCH,EN_INDCi2030_800f_NDCp,C3,2050,7243.104584
1141,WITCH 5.0,WITCH,EN_INDCi2030_900,C3,2050,7323.926468
1142,WITCH 5.0,WITCH,EN_INDCi2030_900_NDCp,C3,2050,7293.111433
1143,WITCH 5.0,WITCH,EN_INDCi2030_900f,C3,2050,7166.767207
1144,WITCH 5.0,WITCH,EN_INDCi2030_900f_NDCp,C3,2050,7179.206999
1145,WITCH 5.0,WITCH,EN_INDCi2100,C6,2050,6195.545968
1146,WITCH 5.0,WITCH,EN_INDCi2100_NDCp,C6,2050,6184.265245
1147,WITCH 5.0,WITCH,EN_NPi2020_1000,C3,2050,6823.032669
1148,WITCH 5.0,WITCH,EN_NPi2020_1000f,C3,2050,6741.378733
1149,WITCH 5.0,WITCH,EN_NPi2020_1200,C4,2050,6679.214672
1150,WITCH 5.0,WITCH,EN_NPi2020_1200f,C4,2050,6667.784816
1151,WITCH 5.0,WITCH,EN_NPi2020_1400,C4,2050,6614.907097
1152,WITCH 5.0,WITCH,EN_NPi2020_1400f,C4,2050,6606.057215
1153,WITCH 5.0,WITCH,EN_NPi2020_1600,C4,2050,6521.579226
1154,WITCH 5.0,WITCH,EN_NPi2020_1600f,C4,2050,6499.235962
1155,WITCH 5.0,WITCH,EN_NPi2020_1800,C5,2050,6360.428423
1156,WITCH 5.0,WITCH,EN_NPi2020_1800f,C5,2050,6360.428423
1157,WITCH 5.0,WITCH,EN_NPi2020_2000,C5,2050,6274.996038
1158,WITCH 5.0,WITCH,EN_NPi2020_2000f,C5,2050,6274.996038
1159,WITCH 5.0,WITCH,EN_NPi2020_2500,C5,2050,6030.168342
1160,WITCH 5.0,WITCH,EN_NPi2020_2500f,C5,2050,6030.168342
1161,WITCH 5.0,WITCH,EN_NPi2020_3000,C6,2050,5621.687116
1162,WITCH 5.0,WITCH,EN_NPi2020_3000f,C6,2050,5621.687116
1163,WITCH 5.0,WITCH,EN_NPi2020_400f,C1,2050,7335.799433
1164,WITCH 5.0,WITCH,EN_NPi2020_450,C1,2050,8087.060732
1165,WITCH 5.0,WITCH,EN_NPi2020_450f,C1,2050,7253.27232
1166,WITCH 5.0,WITCH,EN_NPi2020_500,C1,2050,7977.473715
1167,WITCH 5.0,WITCH,EN_NPi2020_500f,C1,2050,7169.10359
1168,WITCH 5.0,WITCH,EN_NPi2020_600,C3,2050,7637.04274
1169,WITCH 5.0,WITCH,EN_NPi2020_600f,C3,2050,7027.708185
1170,WITCH 5.0,WITCH,EN_NPi2020_700,C3,2050,7144.587646
1171,WITCH 5.0,WITCH,EN_NPi2020_700f,C3,2050,6968.758411
1172,WITCH 5.0,WITCH,EN_NPi2020_800,C3,2050,7011.221415
1173,WITCH 5.0,WITCH,EN_NPi2020_800f,C3,2050,6893.447234
1174,WITCH 5.0,WITCH,EN_NPi2020_900,C3,2050,6951.560886
1175,WITCH 5.0,WITCH,EN_NPi2020_900f,C3,2050,6812.157503
1176,WITCH 5.0,WITCH,EN_NPi2100,C7,2050,5308.211901
1177,WITCH 5.0,WITCH,EN_NoPolicy,C7,2050,5306.212044
1185,WITCH-GLOBIOM 4.2,WITCH,ADVANCE_NoPolicy,C8,2050,1275.64816
1195,WITCH-GLOBIOM 4.4,WITCH,CD-LINKS_INDC2030i_1600,C3,2050,2979.370785
1196,WITCH-GLOBIOM 4.4,WITCH,CD-LINKS_INDCi,C7,2050,1827.784008
1197,WITCH-GLOBIOM 4.4,WITCH,CD-LINKS_NDC2030i_1000,C2,2050,3385.192234
1198,WITCH-GLOBIOM 4.4,WITCH,CD-LINKS_NPi,C7,2050,1208.833303
1202,WITCH-GLOBIOM 4.4,WITCH,CD-LINKS_NoPolicy,C7,2050,1144.870391
1,AIM/CGE 2.1,AIM/CGE,CD-LINKS_NPi2020_1000,C3,2060,7004.6646
2,AIM/CGE 2.1,AIM/CGE,CD-LINKS_NPi2020_1600,C5,2060,6177.0473
3,AIM/CGE 2.1,AIM/CGE,CD-LINKS_NPi2020_400,C1,2060,11694.2761
4,AIM/CGE 2.1,AIM/CGE,CO_Bridge,C3,2060,2171.6675
5,AIM/CGE 2.1,AIM/CGE,CO_CurPol,C7,2060,1143.4695
6,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_1000f,C3,2060,13357.3292
7,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_1200,C4,2060,12844.935
8,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_1200f,C4,2060,11436.754
9,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_1400,C4,2060,9836.8786
10,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_1400f,C4,2060,9288.3127
11,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_1600,C5,2060,9081.1626
12,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_1600f,C5,2060,8856.462
13,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_1800,C5,2060,8508.643
14,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_1800f,C5,2060,8508.643
15,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_800f,C3,2060,14230.9981
16,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_900f,C3,2060,13919.7467
17,AIM/CGE 2.2,AIM/CGE,EN_INDCi2100,C6,2060,7648.2388
26,AIM/CGE 2.2,AIM/CGE,EN_NPi2020_1800,C5,2060,8689.6992
27,AIM/CGE 2.2,AIM/CGE,EN_NPi2020_1800f,C5,2060,8689.6992
39,AIM/CGE 2.2,AIM/CGE,EN_NPi2100,C7,2060,3308.796
41,AIM/Hub-Global 2.0,AIM/CGE,2.5C,C6,2060,5598.5257
42,AIM/Hub-Global 2.0,AIM/CGE,2C,C5,2060,7159.4547
43,AIM/Hub-Global 2.0,AIM/CGE,Baseline,C7,2060,1657.1176
44,AIM/Hub-Global 2.0,AIM/CGE,WB2C,C3,2060,8999.4112
51,COFFEE 1.1,COFFEE,CO_2Deg2020,C4,2060,3289.11101
52,COFFEE 1.1,COFFEE,CO_2Deg2030,C4,2060,3199.860646
53,COFFEE 1.1,COFFEE,CO_BAU,C7,2060,1582.569005
54,COFFEE 1.1,COFFEE,CO_Bridge,C3,2060,2348.79213
55,COFFEE 1.1,COFFEE,CO_CurPol,C6,2060,793.621
56,COFFEE 1.1,COFFEE,CO_GPP,C5,2060,1744.495999
57,COFFEE 1.1,COFFEE,CO_NDCplus,C6,2060,1081.05254
58,COFFEE 1.1,COFFEE,EN_INDCi2030_1000,C4,2060,2991.647289
59,COFFEE 1.1,COFFEE,EN_INDCi2030_1000_NDCp,C4,2060,3826.152999
60,COFFEE 1.1,COFFEE,EN_INDCi2030_1000f,C5,2060,1338.956232
61,COFFEE 1.1,COFFEE,EN_INDCi2030_1200,C4,2060,2239.151608
62,COFFEE 1.1,COFFEE,EN_INDCi2030_1200f,C5,2060,1216.1617
63,COFFEE 1.1,COFFEE,EN_INDCi2030_1400,C5,2060,1252.394983
64,COFFEE 1.1,COFFEE,EN_INDCi2030_1400f,C5,2060,1205.121819
65,COFFEE 1.1,COFFEE,EN_INDCi2030_1600,C5,2060,1235.205335
66,COFFEE 1.1,COFFEE,EN_INDCi2030_1600f,C5,2060,1192.224295
67,COFFEE 1.1,COFFEE,EN_INDCi2030_1800,C5,2060,1145.24073
68,COFFEE 1.1,COFFEE,EN_INDCi2030_1800f,C5,2060,1137.96273
69,COFFEE 1.1,COFFEE,EN_INDCi2030_2000,C5,2060,1131.326405
70,COFFEE 1.1,COFFEE,EN_INDCi2030_2000f,C5,2060,1130.355055
71,COFFEE 1.1,COFFEE,EN_INDCi2030_2500,C6,2060,1051.992481
72,COFFEE 1.1,COFFEE,EN_INDCi2030_2500f,C6,2060,1051.992481
73,COFFEE 1.1,COFFEE,EN_INDCi2030_400f,C2,2060,3863.59165
74,COFFEE 1.1,COFFEE,EN_INDCi2030_500,C3,2060,4475.005744
75,COFFEE 1.1,COFFEE,EN_INDCi2030_500f,C2,2060,3618.565887
76,COFFEE 1.1,COFFEE,EN_INDCi2030_600,C3,2060,4191.466936
77,COFFEE 1.1,COFFEE,EN_INDCi2030_600_NDCp,C3,2060,4212.611799
78,COFFEE 1.1,COFFEE,EN_INDCi2030_600f,C4,2060,3256.180456
79,COFFEE 1.1,COFFEE,EN_INDCi2030_700,C3,2060,3791.962716
80,COFFEE 1.1,COFFEE,EN_INDCi2030_700f,C4,2060,2589.678481
81,COFFEE 1.1,COFFEE,EN_INDCi2030_800,C3,2060,3677.826757
82,COFFEE 1.1,COFFEE,EN_INDCi2030_800f,C4,2060,2216.614232
83,COFFEE 1.1,COFFEE,EN_INDCi2030_900,C3,2060,3660.98929
84,COFFEE 1.1,COFFEE,EN_INDCi2030_900f,C4,2060,1738.543434
85,COFFEE 1.1,COFFEE,EN_INDCi2100,C6,2060,1015.816097
86,COFFEE 1.1,COFFEE,EN_INDCi2100_COV_NDCp,C6,2060,1334.201
87,COFFEE 1.1,COFFEE,EN_NPi2020_1000,C4,2060,3225.278098
88,COFFEE 1.1,COFFEE,EN_NPi2020_1000f,C5,2060,1466.999846
89,COFFEE 1.1,COFFEE,EN_NPi2020_1200,C4,2060,2184.9015
90,COFFEE 1.1,COFFEE,EN_NPi2020_1200f,C5,2060,1312.430452
91,COFFEE 1.1,COFFEE,EN_NPi2020_1400,C5,2060,1485.270674
92,COFFEE 1.1,COFFEE,EN_NPi2020_1400f,C5,2060,1291.775068
93,COFFEE 1.1,COFFEE,EN_NPi2020_1600,C5,2060,1377.127518
94,COFFEE 1.1,COFFEE,EN_NPi2020_1600f,C5,2060,1281.995321
95,COFFEE 1.1,COFFEE,EN_NPi2020_1800,C5,2060,1352.59211
96,COFFEE 1.1,COFFEE,EN_NPi2020_1800f,C5,2060,1254.598665
97,COFFEE 1.1,COFFEE,EN_NPi2020_2000,C5,2060,1201.79735
98,COFFEE 1.1,COFFEE,EN_NPi2020_2000f,C5,2060,1082.319
99,COFFEE 1.1,COFFEE,EN_NPi2020_2500,C6,2060,994.03334
100,COFFEE 1.1,COFFEE,EN_NPi2020_2500f,C6,2060,994.03334
101,COFFEE 1.1,COFFEE,EN_NPi2020_400,C1,2060,3888.647084
102,COFFEE 1.1,COFFEE,EN_NPi2020_400_lowBECCS,C3,2060,4072.80955
103,COFFEE 1.1,COFFEE,EN_NPi2020_400f,C2,2060,3829.702508
104,COFFEE 1.1,COFFEE,EN_NPi2020_400f_lowBECCS,C3,2060,4017.961659
105,COFFEE 1.1,COFFEE,EN_NPi2020_500,C3,2060,3551.030376
106,COFFEE 1.1,COFFEE,EN_NPi2020_500f,C2,2060,3675.520295
107,COFFEE 1.1,COFFEE,EN_NPi2020_600,C3,2060,3516.161254
108,COFFEE 1.1,COFFEE,EN_NPi2020_600f,C4,2060,3289.11101
109,COFFEE 1.1,COFFEE,EN_NPi2020_700,C3,2060,3757.61301
110,COFFEE 1.1,COFFEE,EN_NPi2020_700f,C4,2060,2983.12745
111,COFFEE 1.1,COFFEE,EN_NPi2020_800,C3,2060,3853.573999
112,COFFEE 1.1,COFFEE,EN_NPi2020_800f,C4,2060,2217.27001
113,COFFEE 1.1,COFFEE,EN_NPi2020_900,C3,2060,3853.586009
114,COFFEE 1.1,COFFEE,EN_NPi2020_900f,C4,2060,1948.90899
115,COFFEE 1.1,COFFEE,EN_NPi2100,C6,2060,793.621
126,GCAM 5.2,GCAM,"NGFS1_Current policies (Hot house world, Rep)",C7,2060,5818.693082
129,GCAM 5.3,GCAM,NGFS2_Current Policies,C7,2060,4298.953697
130,GCAM 5.3,GCAM,NGFS2_Delayed Transition,C4,2060,11050.39515
131,GCAM 5.3,GCAM,NGFS2_Divergent Net Zero Policies,C2,2060,11129.83097
132,GCAM 5.3,GCAM,NGFS2_Nationally Determined Contributions (NDCs),C5,2060,6387.601726
133,GCAM 5.3,GCAM,NGFS2_Net-Zero 2050,C2,2060,10298.98898
148,AIM/CGE 2.1,AIM/CGE,CD-LINKS_INDC2030i_1600,C5,2060,6210.9243
149,AIM/CGE 2.1,AIM/CGE,CD-LINKS_INDCi,C7,2060,2924.6429
150,AIM/CGE 2.1,AIM/CGE,CD-LINKS_NDC2030i_1000,C4,2060,7799.4093
179,GCAM-PR 5.3,GCAM,PR_CP_PriceOnly,C7,2060,9348.714218
180,GCAM-PR 5.3,GCAM,PR_NDC_PriceOnly,C6,2060,9970.331233
181,GCAM-PR 5.3,GCAM,PR_baseline,C7,2060,8798.136371
182,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1000,C3,2060,10893.58014
183,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1000_COV,C3,2060,9998.785012
184,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1000_COV_NDCp,C3,2060,9932.261791
185,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1000_NDCp,C3,2060,10894.23445
186,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1000f,C4,2060,10271.76366
187,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1000f_COV,C3,2060,9469.968189
188,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1000f_COV_NDCp,C3,2060,9534.281546
189,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1000f_NDCp,C4,2060,10243.82778
190,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1400,C4,2060,8673.497922
191,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1400f,C4,2060,8601.950943
192,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1800,C5,2060,7882.958285
193,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1800f,C5,2060,7882.958285
194,GEM-E3_V2021,GEM-E3,EN_INDCi2030_600f,C2,2060,11325.42684
195,GEM-E3_V2021,GEM-E3,EN_INDCi2030_600f_COV,C2,2060,10599.38351
196,GEM-E3_V2021,GEM-E3,EN_INDCi2030_600f_COV_NDCp,C2,2060,10619.37734
197,GEM-E3_V2021,GEM-E3,EN_INDCi2030_600f_NDCp,C2,2060,11348.40445
198,GEM-E3_V2021,GEM-E3,EN_INDCi2030_800,C3,2060,11333.55062
199,GEM-E3_V2021,GEM-E3,EN_INDCi2030_800f,C2,2060,10945.93702
200,GEM-E3_V2021,GEM-E3,EN_INDCi2100,C7,2060,6674.411676
201,GEM-E3_V2021,GEM-E3,EN_INDCi2100_COV,C6,2060,6414.979978
202,GEM-E3_V2021,GEM-E3,EN_INDCi2100_COV_NDCp,C6,2060,6525.193652
203,GEM-E3_V2021,GEM-E3,EN_INDCi2100_NDCp,C6,2060,6904.249232
204,GEM-E3_V2021,GEM-E3,EN_NPi2020_1000,C3,2060,10558.71837
205,GEM-E3_V2021,GEM-E3,EN_NPi2020_1000_COV,C3,2060,9567.545725
206,GEM-E3_V2021,GEM-E3,EN_NPi2020_1000f,C4,2060,9982.390738
207,GEM-E3_V2021,GEM-E3,EN_NPi2020_1000f_COV,C3,2060,9237.499555
208,GEM-E3_V2021,GEM-E3,EN_NPi2020_1400,C5,2060,8571.355112
209,GEM-E3_V2021,GEM-E3,EN_NPi2020_1400f,C4,2060,8531.113007
210,GEM-E3_V2021,GEM-E3,EN_NPi2020_1800,C5,2060,7607.161109
211,GEM-E3_V2021,GEM-E3,EN_NPi2020_1800f,C5,2060,7607.161109
212,GEM-E3_V2021,GEM-E3,EN_NPi2020_400f,C2,2060,11407.21449
213,GEM-E3_V2021,GEM-E3,EN_NPi2020_500,C1,2060,11500.78212
214,GEM-E3_V2021,GEM-E3,EN_NPi2020_500f,C2,2060,11104.53336
215,GEM-E3_V2021,GEM-E3,EN_NPi2020_600,C2,2060,11294.77246
216,GEM-E3_V2021,GEM-E3,EN_NPi2020_600_COV,C1,2060,10528.41887
217,GEM-E3_V2021,GEM-E3,EN_NPi2020_600f,C2,2060,10854.12491
218,GEM-E3_V2021,GEM-E3,EN_NPi2020_600f_COV,C2,2060,9979.481609
219,GEM-E3_V2021,GEM-E3,EN_NPi2020_800,C3,2060,11049.58337
220,GEM-E3_V2021,GEM-E3,EN_NPi2020_800f,C3,2060,10608.25021
221,GEM-E3_V2021,GEM-E3,EN_NPi2100,C7,2060,5753.784679
222,GEM-E3_V2021,GEM-E3,EN_NPi2100_COV,C7,2060,5392.904021
223,IMAGE 3.0,IMAGE,CO_2Deg2020,C3,2060,4690.973
224,IMAGE 3.0,IMAGE,CO_2Deg2030,C3,2060,5282.118
225,IMAGE 3.0,IMAGE,CO_BAU,C7,2060,2604.814
226,IMAGE 3.0,IMAGE,CO_Bridge,C3,2060,5263.735
227,IMAGE 3.0,IMAGE,CO_CurPol,C7,2060,2137.679
228,IMAGE 3.0,IMAGE,CO_GPP,C5,2060,2949.986
229,IMAGE 3.0,IMAGE,CO_NDCplus,C7,2060,2407.536
230,IMAGE 3.0,IMAGE,EN_INDCi2030_1000,C4,2060,5251.525
231,IMAGE 3.0,IMAGE,EN_INDCi2030_1000f,C4,2060,4884.893
232,IMAGE 3.0,IMAGE,EN_INDCi2030_1200,C4,2060,4563.506
233,IMAGE 3.0,IMAGE,EN_INDCi2030_1200f,C4,2060,3714.034
234,IMAGE 3.0,IMAGE,EN_INDCi2030_1400,C5,2060,3955.75
235,IMAGE 3.0,IMAGE,EN_INDCi2030_1400f,C4,2060,3928.902
236,IMAGE 3.0,IMAGE,EN_INDCi2030_3000,C6,2060,2874.413
237,IMAGE 3.0,IMAGE,EN_INDCi2030_3000f,C6,2060,2874.413
238,IMAGE 3.0,IMAGE,EN_INDCi2030_800f,C3,2060,5428.819
239,IMAGE 3.0,IMAGE,EN_INDCi2100,C7,2060,2383.436
240,IMAGE 3.0,IMAGE,EN_NPi2020_1000,C3,2060,4450.633
241,IMAGE 3.0,IMAGE,EN_NPi2020_1000f,C3,2060,4085.602
242,IMAGE 3.0,IMAGE,EN_NPi2020_1200,C4,2060,3888.829
243,IMAGE 3.0,IMAGE,EN_NPi2020_1200f,C4,2060,4225.597
244,IMAGE 3.0,IMAGE,EN_NPi2020_1400,C4,2060,3788.429
245,IMAGE 3.0,IMAGE,EN_NPi2020_1400f,C4,2060,3676.574
246,IMAGE 3.0,IMAGE,EN_NPi2020_3000,C6,2060,3033.544
247,IMAGE 3.0,IMAGE,EN_NPi2020_3000f,C6,2060,3033.544
248,IMAGE 3.0,IMAGE,EN_NPi2020_600f,C3,2060,5438.221
249,IMAGE 3.0,IMAGE,EN_NPi2020_800,C3,2060,5689.593
250,IMAGE 3.0,IMAGE,EN_NPi2020_800f,C3,2060,4459.446
251,IMAGE 3.0,IMAGE,EN_NPi2100,C7,2060,2333.514
252,IMAGE 3.0,IMAGE,EN_NoPolicy,C7,2060,2604.814
254,IMAGE 3.0.1,IMAGE,ADVANCE_2020_Med2C,C4,2060,3019.432
255,IMAGE 3.0.1,IMAGE,ADVANCE_2020_WB2C,C3,2060,3315.675
256,IMAGE 3.0.1,IMAGE,ADVANCE_2030_Med2C,C4,2060,2035.301
258,IMAGE 3.0.1,IMAGE,ADVANCE_INDC,C6,2060,2679.357
259,IMAGE 3.0.1,IMAGE,ADVANCE_NoPolicy,C7,2060,2176.637
260,IMAGE 3.0.1,IMAGE,ADVANCE_Reference,C7,2060,2932.968
261,IMAGE 3.0.1,IMAGE,CD-LINKS_INDC2030i_1600,C4,2060,3015.429
262,IMAGE 3.0.1,IMAGE,CD-LINKS_INDCi,C7,2060,2887.084
264,IMAGE 3.0.1,IMAGE,CD-LINKS_NPi,C7,2060,2449.078
268,IMAGE 3.0.1,IMAGE,CD-LINKS_NoPolicy,C7,2060,2181.038
325,IMAGE 3.2,IMAGE,SSP1-baseline,C7,2060,11055.303
328,IMAGE 3.2,IMAGE,SSP1_SPA1_19I_LI,C2,2060,13337.038
333,IMAGE 3.2,IMAGE,SSP1_SPA1_26I_D,C3,2060,13263.139
334,IMAGE 3.2,IMAGE,SSP1_SPA1_26I_LI,C3,2060,12179.698
335,IMAGE 3.2,IMAGE,SSP1_SPA1_26I_LIRE,C3,2060,12004.075
336,IMAGE 3.2,IMAGE,SSP1_SPA1_26I_RE,C3,2060,29689.254
337,IMAGE 3.2,IMAGE,SSP1_SPA1_34I_D,C5,2060,12152.275
338,IMAGE 3.2,IMAGE,SSP1_SPA1_34I_LI,C5,2060,10524.14
339,IMAGE 3.2,IMAGE,SSP1_SPA1_34I_LIRE,C5,2060,21029.422
340,IMAGE 3.2,IMAGE,SSP1_SPA1_34I_RE,C5,2060,29206.766
341,IMAGE 3.2,IMAGE,SSP2-baseline,C7,2060,4962.841
342,IMAGE 3.2,IMAGE,SSP2_SPA0_26I_D,C3,2060,4129.149
347,IMAGE 3.2,IMAGE,SSP2_SPA2_19I_LI,C1,2060,7617.321
350,IMAGE 3.2,IMAGE,SSP2_SPA2_26I_D,C3,2060,5630.298
351,IMAGE 3.2,IMAGE,SSP2_SPA2_26I_LI,C3,2060,4672.603
352,IMAGE 3.2,IMAGE,SSP2_SPA2_26I_LIRE,C3,2060,12539.543
353,IMAGE 3.2,IMAGE,SSP2_SPA2_26I_RE,C3,2060,15483.512
354,IMAGE 3.2,IMAGE,SSP2_SPA2_34I_D,C5,2060,5868.024
