Model_Scenario_ID,Model,Model_Group,Scenario,Category,Year,PV_Capacity
1,AIM/CGE 2.1,AIM/CGE,CD-LINKS_NPi2020_1000,C3,2020,155.673
2,AIM/CGE 2.1,AIM/CGE,CD-LINKS_NPi2020_1600,C5,2020,160.6401
3,AIM/CGE 2.1,AIM/CGE,CD-LINKS_NPi2020_400,C1,2020,155.6773
4,AIM/CGE 2.1,AIM/CGE,CO_Bridge,C3,2020,426.4871
5,AIM/CGE 2.1,AIM/CGE,CO_CurPol,C7,2020,426.4332
6,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_1000f,C3,2020,605.4152
7,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_1200,C4,2020,605.4152
8,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_1200f,C4,2020,605.4152
9,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_1400,C4,2020,605.4152
10,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_1400f,C4,2020,605.4152
11,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_1600,C5,2020,605.4152
12,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_1600f,C5,2020,605.4152
13,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_1800,C5,2020,605.4152
14,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_1800f,C5,2020,605.4152
15,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_800f,C3,2020,605.4152
16,AIM/CGE 2.2,AIM/CGE,EN_INDCi2030_900f,C3,2020,605.4152
17,AIM/CGE 2.2,AIM/CGE,EN_INDCi2100,C6,2020,605.4152
26,AIM/CGE 2.2,AIM/CGE,EN_NPi2020_1800,C5,2020,605.4152
27,AIM/CGE 2.2,AIM/CGE,EN_NPi2020_1800f,C5,2020,605.4152
39,AIM/CGE 2.2,AIM/CGE,EN_NPi2100,C7,2020,605.4152
41,AIM/Hub-Global 2.0,AIM/CGE,2.5C,C6,2020,565.4805
42,AIM/Hub-Global 2.0,AIM/CGE,2C,C5,2020,565.4805
43,AIM/Hub-Global 2.0,AIM/CGE,Baseline,C7,2020,542.1878
44,AIM/Hub-Global 2.0,AIM/CGE,WB2C,C3,2020,714.9163
51,COFFEE 1.1,COFFEE,CO_2Deg2020,C4,2020,689.571
52,COFFEE 1.1,COFFEE,CO_2Deg2030,C4,2020,689.571
53,COFFEE 1.1,COFFEE,CO_BAU,C7,2020,689.571
54,COFFEE 1.1,COFFEE,CO_Bridge,C3,2020,689.571
55,COFFEE 1.1,COFFEE,CO_CurPol,C6,2020,689.571
56,COFFEE 1.1,COFFEE,CO_GPP,C5,2020,689.571
57,COFFEE 1.1,COFFEE,CO_NDCplus,C6,2020,689.571
58,COFFEE 1.1,COFFEE,EN_INDCi2030_1000,C4,2020,689.571
59,COFFEE 1.1,COFFEE,EN_INDCi2030_1000_NDCp,C4,2020,689.571
60,COFFEE 1.1,COFFEE,EN_INDCi2030_1000f,C5,2020,689.571
61,COFFEE 1.1,COFFEE,EN_INDCi2030_1200,C4,2020,689.571
62,COFFEE 1.1,COFFEE,EN_INDCi2030_1200f,C5,2020,689.571
63,COFFEE 1.1,COFFEE,EN_INDCi2030_1400,C5,2020,689.571
64,COFFEE 1.1,COFFEE,EN_INDCi2030_1400f,C5,2020,689.571
65,COFFEE 1.1,COFFEE,EN_INDCi2030_1600,C5,2020,689.571
66,COFFEE 1.1,COFFEE,EN_INDCi2030_1600f,C5,2020,689.571
67,COFFEE 1.1,COFFEE,EN_INDCi2030_1800,C5,2020,689.571
68,COFFEE 1.1,COFFEE,EN_INDCi2030_1800f,C5,2020,689.571
69,COFFEE 1.1,COFFEE,EN_INDCi2030_2000,C5,2020,689.571
70,COFFEE 1.1,COFFEE,EN_INDCi2030_2000f,C5,2020,689.571
71,COFFEE 1.1,COFFEE,EN_INDCi2030_2500,C6,2020,689.571
72,COFFEE 1.1,COFFEE,EN_INDCi2030_2500f,C6,2020,689.571
73,COFFEE 1.1,COFFEE,EN_INDCi2030_400f,C2,2020,689.571
74,COFFEE 1.1,COFFEE,EN_INDCi2030_500,C3,2020,689.571
75,COFFEE 1.1,COFFEE,EN_INDCi2030_500f,C2,2020,689.571
76,COFFEE 1.1,COFFEE,EN_INDCi2030_600,C3,2020,689.571
77,COFFEE 1.1,COFFEE,EN_INDCi2030_600_NDCp,C3,2020,689.571
78,COFFEE 1.1,COFFEE,EN_INDCi2030_600f,C4,2020,689.571
79,COFFEE 1.1,COFFEE,EN_INDCi2030_700,C3,2020,689.571
80,COFFEE 1.1,COFFEE,EN_INDCi2030_700f,C4,2020,689.571
81,COFFEE 1.1,COFFEE,EN_INDCi2030_800,C3,2020,689.571
82,COFFEE 1.1,COFFEE,EN_INDCi2030_800f,C4,2020,689.571
83,COFFEE 1.1,COFFEE,EN_INDCi2030_900,C3,2020,689.571
84,COFFEE 1.1,COFFEE,EN_INDCi2030_900f,C4,2020,689.571
85,COFFEE 1.1,COFFEE,EN_INDCi2100,C6,2020,689.571
86,COFFEE 1.1,COFFEE,EN_INDCi2100_COV_NDCp,C6,2020,689.571
87,COFFEE 1.1,COFFEE,EN_NPi2020_1000,C4,2020,689.571
88,COFFEE 1.1,COFFEE,EN_NPi2020_1000f,C5,2020,689.571
89,COFFEE 1.1,COFFEE,EN_NPi2020_1200,C4,2020,689.571
90,COFFEE 1.1,COFFEE,EN_NPi2020_1200f,C5,2020,689.571
91,COFFEE 1.1,COFFEE,EN_NPi2020_1400,C5,2020,689.571
92,COFFEE 1.1,COFFEE,EN_NPi2020_1400f,C5,2020,689.571
93,COFFEE 1.1,COFFEE,EN_NPi2020_1600,C5,2020,689.571
94,COFFEE 1.1,COFFEE,EN_NPi2020_1600f,C5,2020,689.571
95,COFFEE 1.1,COFFEE,EN_NPi2020_1800,C5,2020,689.571
96,COFFEE 1.1,COFFEE,EN_NPi2020_1800f,C5,2020,689.571
97,COFFEE 1.1,COFFEE,EN_NPi2020_2000,C5,2020,689.571
98,COFFEE 1.1,COFFEE,EN_NPi2020_2000f,C5,2020,689.571
99,COFFEE 1.1,COFFEE,EN_NPi2020_2500,C6,2020,689.571
100,COFFEE 1.1,COFFEE,EN_NPi2020_2500f,C6,2020,689.571
101,COFFEE 1.1,COFFEE,EN_NPi2020_400,C1,2020,689.571
102,COFFEE 1.1,COFFEE,EN_NPi2020_400_lowBECCS,C3,2020,689.571
103,COFFEE 1.1,COFFEE,EN_NPi2020_400f,C2,2020,689.571
104,COFFEE 1.1,COFFEE,EN_NPi2020_400f_lowBECCS,C3,2020,689.571
105,COFFEE 1.1,COFFEE,EN_NPi2020_500,C3,2020,689.571
106,COFFEE 1.1,COFFEE,EN_NPi2020_500f,C2,2020,689.571
107,COFFEE 1.1,COFFEE,EN_NPi2020_600,C3,2020,689.571
108,COFFEE 1.1,COFFEE,EN_NPi2020_600f,C4,2020,689.571
109,COFFEE 1.1,COFFEE,EN_NPi2020_700,C3,2020,689.571
110,COFFEE 1.1,COFFEE,EN_NPi2020_700f,C4,2020,689.571
111,COFFEE 1.1,COFFEE,EN_NPi2020_800,C3,2020,689.571
112,COFFEE 1.1,COFFEE,EN_NPi2020_800f,C4,2020,689.571
113,COFFEE 1.1,COFFEE,EN_NPi2020_900,C3,2020,689.571
114,COFFEE 1.1,COFFEE,EN_NPi2020_900f,C4,2020,689.571
115,COFFEE 1.1,COFFEE,EN_NPi2100,C6,2020,689.571
126,GCAM 5.2,GCAM,"NGFS1_Current policies (Hot house world, Rep)",C7,2020,727
129,GCAM 5.3,GCAM,NGFS2_Current Policies,C7,2020,727.8026117
130,GCAM 5.3,GCAM,NGFS2_Delayed Transition,C4,2020,727.8026117
131,GCAM 5.3,GCAM,NGFS2_Divergent Net Zero Policies,C2,2020,727.8026117
132,GCAM 5.3,GCAM,NGFS2_Nationally Determined Contributions (NDCs),C5,2020,563.4826058
133,GCAM 5.3,GCAM,NGFS2_Net-Zero 2050,C2,2020,727
148,AIM/CGE 2.1,AIM/CGE,CD-LINKS_INDC2030i_1600,C5,2020,159.6025
149,AIM/CGE 2.1,AIM/CGE,CD-LINKS_INDCi,C7,2020,157.7027
150,AIM/CGE 2.1,AIM/CGE,CD-LINKS_NDC2030i_1000,C4,2020,159.6025
179,GCAM-PR 5.3,GCAM,PR_CP_PriceOnly,C7,2020,727
180,GCAM-PR 5.3,GCAM,PR_NDC_PriceOnly,C6,2020,727
181,GCAM-PR 5.3,GCAM,PR_baseline,C7,2020,727
182,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1000,C3,2020,610.3550231
183,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1000_COV,C3,2020,584.039311
184,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1000_COV_NDCp,C3,2020,584.0614289
185,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1000_NDCp,C3,2020,610.3032827
186,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1000f,C4,2020,610.3550231
187,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1000f_COV,C3,2020,584.039311
188,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1000f_COV_NDCp,C3,2020,584.0614289
189,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1000f_NDCp,C4,2020,610.3032827
190,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1400,C4,2020,610.3550231
191,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1400f,C4,2020,610.3550231
192,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1800,C5,2020,610.3550231
193,GEM-E3_V2021,GEM-E3,EN_INDCi2030_1800f,C5,2020,610.3550231
194,GEM-E3_V2021,GEM-E3,EN_INDCi2030_600f,C2,2020,610.3550231
195,GEM-E3_V2021,GEM-E3,EN_INDCi2030_600f_COV,C2,2020,584.039311
196,GEM-E3_V2021,GEM-E3,EN_INDCi2030_600f_COV_NDCp,C2,2020,584.0614289
197,GEM-E3_V2021,GEM-E3,EN_INDCi2030_600f_NDCp,C2,2020,610.3032827
198,GEM-E3_V2021,GEM-E3,EN_INDCi2030_800,C3,2020,610.3550231
199,GEM-E3_V2021,GEM-E3,EN_INDCi2030_800f,C2,2020,610.3550231
200,GEM-E3_V2021,GEM-E3,EN_INDCi2100,C7,2020,610.3550231
201,GEM-E3_V2021,GEM-E3,EN_INDCi2100_COV,C6,2020,584.039311
202,GEM-E3_V2021,GEM-E3,EN_INDCi2100_COV_NDCp,C6,2020,584.0614289
203,GEM-E3_V2021,GEM-E3,EN_INDCi2100_NDCp,C6,2020,610.3032827
204,GEM-E3_V2021,GEM-E3,EN_NPi2020_1000,C3,2020,606.9289252
205,GEM-E3_V2021,GEM-E3,EN_NPi2020_1000_COV,C3,2020,581.9280235
206,GEM-E3_V2021,GEM-E3,EN_NPi2020_1000f,C4,2020,606.9289252
207,GEM-E3_V2021,GEM-E3,EN_NPi2020_1000f_COV,C3,2020,581.9280235
208,GEM-E3_V2021,GEM-E3,EN_NPi2020_1400,C5,2020,606.9289252
209,GEM-E3_V2021,GEM-E3,EN_NPi2020_1400f,C4,2020,606.9289252
210,GEM-E3_V2021,GEM-E3,EN_NPi2020_1800,C5,2020,606.9289252
211,GEM-E3_V2021,GEM-E3,EN_NPi2020_1800f,C5,2020,606.9289252
212,GEM-E3_V2021,GEM-E3,EN_NPi2020_400f,C2,2020,606.9289252
213,GEM-E3_V2021,GEM-E3,EN_NPi2020_500,C1,2020,606.9289252
214,GEM-E3_V2021,GEM-E3,EN_NPi2020_500f,C2,2020,606.9289252
215,GEM-E3_V2021,GEM-E3,EN_NPi2020_600,C2,2020,606.9289252
216,GEM-E3_V2021,GEM-E3,EN_NPi2020_600_COV,C1,2020,581.9280235
217,GEM-E3_V2021,GEM-E3,EN_NPi2020_600f,C2,2020,606.9289252
218,GEM-E3_V2021,GEM-E3,EN_NPi2020_600f_COV,C2,2020,581.9280235
219,GEM-E3_V2021,GEM-E3,EN_NPi2020_800,C3,2020,606.9289252
220,GEM-E3_V2021,GEM-E3,EN_NPi2020_800f,C3,2020,606.9289252
221,GEM-E3_V2021,GEM-E3,EN_NPi2100,C7,2020,606.9289252
222,GEM-E3_V2021,GEM-E3,EN_NPi2100_COV,C7,2020,581.9280235
223,IMAGE 3.0,IMAGE,CO_2Deg2020,C3,2020,641.540625
224,IMAGE 3.0,IMAGE,CO_2Deg2030,C3,2020,646.2206875
225,IMAGE 3.0,IMAGE,CO_BAU,C7,2020,574.2031875
226,IMAGE 3.0,IMAGE,CO_Bridge,C3,2020,667.123375
227,IMAGE 3.0,IMAGE,CO_CurPol,C7,2020,641.676875
228,IMAGE 3.0,IMAGE,CO_GPP,C5,2020,667.123375
229,IMAGE 3.0,IMAGE,CO_NDCplus,C7,2020,646.41
230,IMAGE 3.0,IMAGE,EN_INDCi2030_1000,C4,2020,646.141625
231,IMAGE 3.0,IMAGE,EN_INDCi2030_1000f,C4,2020,646.141625
232,IMAGE 3.0,IMAGE,EN_INDCi2030_1200,C4,2020,646.141625
233,IMAGE 3.0,IMAGE,EN_INDCi2030_1200f,C4,2020,646.141625
234,IMAGE 3.0,IMAGE,EN_INDCi2030_1400,C5,2020,646.141625
235,IMAGE 3.0,IMAGE,EN_INDCi2030_1400f,C4,2020,646.141625
236,IMAGE 3.0,IMAGE,EN_INDCi2030_3000,C6,2020,646.141625
237,IMAGE 3.0,IMAGE,EN_INDCi2030_3000f,C6,2020,646.141625
238,IMAGE 3.0,IMAGE,EN_INDCi2030_800f,C3,2020,646.141625
239,IMAGE 3.0,IMAGE,EN_INDCi2100,C7,2020,646.141625
240,IMAGE 3.0,IMAGE,EN_NPi2020_1000,C3,2020,646.2306875
241,IMAGE 3.0,IMAGE,EN_NPi2020_1000f,C3,2020,647.8748125
242,IMAGE 3.0,IMAGE,EN_NPi2020_1200,C4,2020,645.687375
243,IMAGE 3.0,IMAGE,EN_NPi2020_1200f,C4,2020,647.122125
244,IMAGE 3.0,IMAGE,EN_NPi2020_1400,C4,2020,645.1741875
245,IMAGE 3.0,IMAGE,EN_NPi2020_1400f,C4,2020,646.197
246,IMAGE 3.0,IMAGE,EN_NPi2020_3000,C6,2020,641.4851875
247,IMAGE 3.0,IMAGE,EN_NPi2020_3000f,C6,2020,641.4851875
248,IMAGE 3.0,IMAGE,EN_NPi2020_600f,C3,2020,654.345625
249,IMAGE 3.0,IMAGE,EN_NPi2020_800,C3,2020,648.747375
250,IMAGE 3.0,IMAGE,EN_NPi2020_800f,C3,2020,647.8748125
251,IMAGE 3.0,IMAGE,EN_NPi2100,C7,2020,642.162125
252,IMAGE 3.0,IMAGE,EN_NoPolicy,C7,2020,574.2031875
254,IMAGE 3.0.1,IMAGE,ADVANCE_2020_Med2C,C4,2020,358.565
255,IMAGE 3.0.1,IMAGE,ADVANCE_2020_WB2C,C3,2020,365.3665
256,IMAGE 3.0.1,IMAGE,ADVANCE_2030_Med2C,C4,2020,356.684
258,IMAGE 3.0.1,IMAGE,ADVANCE_INDC,C6,2020,356.684
259,IMAGE 3.0.1,IMAGE,ADVANCE_NoPolicy,C7,2020,261.6694063
260,IMAGE 3.0.1,IMAGE,ADVANCE_Reference,C7,2020,354.0936875
261,IMAGE 3.0.1,IMAGE,CD-LINKS_INDC2030i_1600,C4,2020,316.9524063
262,IMAGE 3.0.1,IMAGE,CD-LINKS_INDCi,C7,2020,315.0340938
264,IMAGE 3.0.1,IMAGE,CD-LINKS_NPi,C7,2020,319.9003125
268,IMAGE 3.0.1,IMAGE,CD-LINKS_NoPolicy,C7,2020,261.4395
325,IMAGE 3.2,IMAGE,SSP1-baseline,C7,2020,719.7855
328,IMAGE 3.2,IMAGE,SSP1_SPA1_19I_LI,C2,2020,719.7855938
333,IMAGE 3.2,IMAGE,SSP1_SPA1_26I_D,C3,2020,719.7855
334,IMAGE 3.2,IMAGE,SSP1_SPA1_26I_LI,C3,2020,719.7855938
335,IMAGE 3.2,IMAGE,SSP1_SPA1_26I_LIRE,C3,2020,719.7855
336,IMAGE 3.2,IMAGE,SSP1_SPA1_26I_RE,C3,2020,719.7855938
337,IMAGE 3.2,IMAGE,SSP1_SPA1_34I_D,C5,2020,719.7855
338,IMAGE 3.2,IMAGE,SSP1_SPA1_34I_LI,C5,2020,719.7855938
339,IMAGE 3.2,IMAGE,SSP1_SPA1_34I_LIRE,C5,2020,719.7855938
340,IMAGE 3.2,IMAGE,SSP1_SPA1_34I_RE,C5,2020,719.7855938
341,IMAGE 3.2,IMAGE,SSP2-baseline,C7,2020,719.7855938
342,IMAGE 3.2,IMAGE,SSP2_SPA0_26I_D,C3,2020,682.3032188
347,IMAGE 3.2,IMAGE,SSP2_SPA2_19I_LI,C1,2020,719.7855
350,IMAGE 3.2,IMAGE,SSP2_SPA2_26I_D,C3,2020,719.7855
351,IMAGE 3.2,IMAGE,SSP2_SPA2_26I_LI,C3,2020,719.7855
352,IMAGE 3.2,IMAGE,SSP2_SPA2_26I_LIRE,C3,2020,719.7855
353,IMAGE 3.2,IMAGE,SSP2_SPA2_26I_RE,C3,2020,719.7855
354,IMAGE 3.2,IMAGE,SSP2_SPA2_34I_D,C5,2020,719.7855
355,IMAGE 3.2,IMAGE,SSP2_SPA2_34I_LI,C5,2020,719.7855
356,IMAGE 3.2,IMAGE,SSP2_SPA2_34I_LIRE,C5,2020,719.7855
357,IMAGE 3.2,IMAGE,SSP2_SPA2_34I_RE,C5,2020,719.7855
358,IMAGE 3.2,IMAGE,SSP2_SPA2_45I_D,C6,2020,719.7855
359,IMAGE 3.2,IMAGE,SSP2_SPA2_45I_LI,C6,2020,719.7855
360,IMAGE 3.2,IMAGE,SSP2_SPA2_45I_LIRE,C6,2020,719.7855
361,IMAGE 3.2,IMAGE,SSP2_SPA2_45I_RE,C6,2020,719.7855
362,IMAGE 3.2,IMAGE,SSP3-baseline,C7,2020,719.7855938
363,IMAGE 3.2,IMAGE,SSP4-baseline,C7,2020,719.7855
364,IMAGE 3.2,IMAGE,SSP5-baseline,C8,2020,719.7855938
367,MESSAGE-GLOBIOM 1.0,MESSAGE,ADVANCE_2020_Med2C,C4,2020,85.166
368,MESSAGE-GLOBIOM 1.0,MESSAGE,ADVANCE_2020_WB2C,C3,2020,85.18
369,MESSAGE-GLOBIOM 1.0,MESSAGE,ADVANCE_2030_Med2C,C4,2020,85.166
370,MESSAGE-GLOBIOM 1.0,MESSAGE,ADVANCE_2030_Price1.5C,C2,2020,85.183
371,MESSAGE-GLOBIOM 1.0,MESSAGE,ADVANCE_2030_WB2C,C3,2020,85.21
372,MESSAGE-GLOBIOM 1.0,MESSAGE,ADVANCE_INDC,C5,2020,85.166
373,MESSAGE-GLOBIOM 1.0,MESSAGE,ADVANCE_Reference,C6,2020,85.166
414,MESSAGEix-GLOBIOM 1.0,MESSAGE,CD-LINKS_INDC2030i_1600,C4,2020,247.3439026
415,MESSAGEix-GLOBIOM 1.0,MESSAGE,CD-LINKS_INDCi,C7,2020,247.3439026
416,MESSAGEix-GLOBIOM 1.0,MESSAGE,CD-LINKS_NDC2030i_1000,C2,2020,247.3439026
417,MESSAGEix-GLOBIOM 1.0,MESSAGE,CD-LINKS_NPi,C7,2020,247.3439026
418,MESSAGEix-GLOBIOM 1.0,MESSAGE,CD-LINKS_NPi2020_1000,C2,2020,247.3439026
419,MESSAGEix-GLOBIOM 1.0,MESSAGE,CD-LINKS_NPi2020_1600,C4,2020,247.3439026
421,MESSAGEix-GLOBIOM 1.0,MESSAGE,CD-LINKS_NoPolicy,C7,2020,31.42207909
423,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_200f,C2,2020,605.9769174
424,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_300f,C2,2020,605.9769174
425,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_400f,C2,2020,605.9769174
426,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_450f,C2,2020,605.9769174
427,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_450,C1,2020,605.9769174
428,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_500f,C2,2020,605.9769174
429,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_500,C1,2020,605.9769174
430,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_600f_DR10p,C2,2020,605.9769174
431,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_600f_COV_NDCp,C2,2020,605.9769174
432,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_600f_COV,C2,2020,605.9769174
433,MESSAGEix-GLOBIOM_1.1,MESSAGE,NGFS2_Divergent Net Zero Policies,C1,2020,605.9769174
434,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_600f_COV,C2,2020,605.9769174
435,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_600f,C2,2020,605.9769174
436,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_600f_DR4p,C2,2020,605.9769174
437,MESSAGEix-GLOBIOM_1.1,MESSAGE,NGFS2_Net-Zero 2050,C1,2020,605.9769174
438,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_600_DR10p,C2,2020,605.9769174
439,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_600f_DR3p,C2,2020,605.9776174
440,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_600_COV,C1,2020,605.9769174
441,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_600_DR4p,C1,2020,605.9769174
442,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_600_DR3p,C1,2020,605.9776174
443,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_600,C2,2020,605.9769174
444,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_600_DR2p,C1,2020,605.9776174
445,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_600_DR1p,C1,2020,606.0104634
446,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_600f_DR2p,C2,2020,605.9776174
447,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_600f_DR1p,C2,2020,606.0104634
448,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_700f_NDCp,C2,2020,605.9769174
449,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_700f,C2,2020,605.9769174
450,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_700f_COV,C2,2020,605.9769174
451,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_700f_COV_NDCp,C2,2020,605.9769174
452,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_700f_COV,C2,2020,605.9769174
453,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_700f,C2,2020,605.9769174
454,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_700_COV,C2,2020,605.9769174
455,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_700,C2,2020,605.9769174
456,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_800f_NDCp,C3,2020,605.9769174
457,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_800f,C3,2020,605.9769174
458,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_800f_COV_NDCp,C3,2020,605.9769174
459,MESSAGEix-GLOBIOM_1.1,MESSAGE,NGFS2_Delayed Transition,C3,2020,605.9769174
460,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_800f_COV,C3,2020,605.9769174
461,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_800f,C3,2020,605.9769174
462,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_800f_COV,C3,2020,605.9769174
463,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_800_COV,C3,2020,605.9769174
464,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_800,C3,2020,605.9769174
465,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_900f_NDCp,C3,2020,605.9769174
466,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_900f_COV_NDCp,C3,2020,605.9769174
467,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_900f,C3,2020,605.9769174
468,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_900f_COV,C3,2020,605.9769174
469,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_900f,C3,2020,605.9769174
470,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_900f_COV,C3,2020,605.9769174
471,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_900_COV,C3,2020,605.9769174
472,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_900,C3,2020,605.9769174
473,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_950f_COV_NDCp,C3,2020,605.9769174
474,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_950f_COV,C3,2020,605.9769174
475,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_950_COV,C3,2020,605.9769174
476,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_950_COV_NDCp,C3,2020,605.9769174
477,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_1000f_DR10p,C4,2020,605.9769174
478,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_1000f_NDCp,C4,2020,605.9769174
479,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_1000f_COV,C3,2020,605.9769174
480,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_1000f,C4,2020,605.9769174
481,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_1000f_COV_NDCp,C3,2020,605.9769174
482,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_1000_COV_NDCp,C3,2020,605.9769174
483,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_1000_COV,C3,2020,605.9769174
484,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_1000_DR10p,C3,2020,605.9769174
485,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_1000_NDCp,C3,2020,605.9769174
486,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_INDCi2030_1000,C3,2020,605.9769174
487,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_1000f_COV,C3,2020,605.9769174
489,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_1000f,C3,2020,605.9769174
490,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_1000f_DR4p,C3,2020,605.9769174
491,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_1000_COV,C3,2020,605.9769174
492,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_1000,C3,2020,605.9769174
493,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_1000_DR4p,C3,2020,605.9769174
494,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_1000_DR3p,C3,2020,605.9776174
495,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_1000_DR2p,C3,2020,605.9776174
496,MESSAGEix-GLOBIOM_1.1,MESSAGE,EN_NPi2020_1000_DR1p,C3,2020,606.0104634
